Client_ID,Note_loan_percent_income,Note_person_home_ownership,Note_person_income,Note_Finale,loan_status,loan_grade
7868,411.78,255.72,28.41,695.91,0,0
7869,0.0,255.72,28.41,284.13,1,2
7870,48.07,392.36,28.41,468.84000000000003,1,3
7871,48.07,392.36,28.41,468.84000000000003,0,0
7872,0.0,255.72,28.41,284.13,0,0
7873,48.07,255.72,28.41,332.20000000000005,0,0
7874,0.0,255.72,28.41,284.13,1,1
7875,0.0,255.72,28.41,284.13,0,2
7876,0.0,255.72,28.41,284.13,0,2
7877,48.07,392.36,28.41,468.84000000000003,0,0
7878,0.0,255.72,28.41,284.13,0,0
7879,48.07,392.36,28.41,468.84000000000003,0,1
7880,48.07,255.72,28.41,332.20000000000005,0,2
7881,48.07,392.36,28.41,468.84000000000003,0,0
7882,48.07,0.0,28.41,76.48,0,3
7883,48.07,392.36,28.41,468.84000000000003,1,3
7884,0.0,392.36,28.41,420.77000000000004,0,1
7885,0.0,392.36,28.41,420.77000000000004,0,0
7886,0.0,392.36,28.41,420.77000000000004,0,1
7887,0.0,392.36,28.41,420.77000000000004,0,0
7888,48.07,255.72,28.41,332.20000000000005,0,1
7889,95.05,255.72,28.41,379.18,0,0
7890,0.0,392.36,28.41,420.77000000000004,0,0
7891,0.0,392.36,28.41,420.77000000000004,0,0
7892,0.0,255.72,28.41,284.13,0,0
7893,0.0,392.36,28.41,420.77000000000004,0,0
7894,0.0,255.72,28.41,284.13,0,0
7895,0.0,255.72,28.41,284.13,0,1
7896,0.0,392.36,28.41,420.77000000000004,0,0
7897,0.0,0.0,28.41,28.41,0,2
7898,0.0,255.72,28.41,284.13,0,0
7899,0.0,392.36,28.41,420.77000000000004,0,3
7900,0.0,255.72,28.41,284.13,0,0
7901,48.07,255.72,28.41,332.20000000000005,0,2
7902,48.07,392.36,28.41,468.84000000000003,1,3
7903,0.0,392.36,28.41,420.77000000000004,0,1
7904,0.0,392.36,28.41,420.77000000000004,0,0
7905,0.0,392.36,28.41,420.77000000000004,0,0
7906,0.0,392.36,28.41,420.77000000000004,0,0
7907,0.0,255.72,28.41,284.13,0,1
7908,0.0,392.36,28.41,420.77000000000004,0,0
7909,0.0,392.36,28.41,420.77000000000004,0,2
7910,0.0,392.36,28.41,420.77000000000004,0,2
7911,48.07,255.72,28.41,332.20000000000005,0,1
7912,0.0,392.36,28.41,420.77000000000004,0,1
7913,48.07,255.72,28.41,332.20000000000005,0,0
7914,0.0,255.72,28.41,284.13,0,0
7915,0.0,392.36,28.41,420.77000000000004,0,0
7916,0.0,255.72,28.41,284.13,0,0
7917,0.0,392.36,28.41,420.77000000000004,0,1
7918,0.0,392.36,28.41,420.77000000000004,0,0
7919,48.07,255.72,28.41,332.20000000000005,0,1
7920,48.07,255.72,28.41,332.20000000000005,0,1
7921,48.07,255.72,28.41,332.20000000000005,0,0
7922,411.78,0.0,28.41,440.19,0,1
7923,0.0,392.36,28.41,420.77000000000004,0,0
7924,0.0,255.72,28.41,284.13,0,1
7925,48.07,255.72,28.41,332.20000000000005,0,1
7926,0.0,392.36,28.41,420.77000000000004,0,0
7927,0.0,392.36,28.41,420.77000000000004,0,0
7928,95.05,255.72,28.41,379.18,0,0
7929,48.07,255.72,28.41,332.20000000000005,1,0
7930,48.07,392.36,28.41,468.84000000000003,1,1
7931,0.0,392.36,28.41,420.77000000000004,0,0
7932,0.0,255.72,28.41,284.13,0,0
7933,0.0,392.36,28.41,420.77000000000004,0,0
7934,48.07,392.36,28.41,468.84000000000003,1,3
7935,0.0,392.36,28.41,420.77000000000004,0,1
7936,0.0,392.36,28.41,420.77000000000004,0,1
7937,0.0,255.72,28.41,284.13,0,0
7938,0.0,392.36,28.41,420.77000000000004,0,1
7939,0.0,255.72,28.41,284.13,0,2
7940,48.07,255.72,28.41,332.20000000000005,0,0
7941,0.0,392.36,28.41,420.77000000000004,0,0
7942,0.0,392.36,28.41,420.77000000000004,0,0
7943,48.07,255.72,28.41,332.20000000000005,0,0
7944,0.0,392.36,28.41,420.77000000000004,0,0
7945,0.0,0.0,28.41,28.41,0,0
7946,0.0,392.36,28.41,420.77000000000004,0,2
7947,0.0,0.0,28.41,28.41,0,0
7948,0.0,392.36,28.41,420.77000000000004,0,3
7949,411.78,255.72,28.41,695.91,0,0
7950,95.05,255.72,28.41,379.18,1,4
7951,0.0,0.0,28.41,28.41,0,1
7952,0.0,392.36,28.41,420.77000000000004,0,2
7953,95.05,255.72,28.41,379.18,0,0
7954,0.0,392.36,28.41,420.77000000000004,0,2
7955,0.0,255.72,28.41,284.13,0,1
7956,0.0,392.36,28.41,420.77000000000004,0,1
7957,0.0,392.36,28.41,420.77000000000004,1,0
7958,48.07,255.72,28.41,332.20000000000005,0,1
7959,48.07,0.0,28.41,76.48,0,1
7960,95.05,0.0,28.41,123.46,0,1
7961,48.07,255.72,28.41,332.20000000000005,0,2
7962,0.0,392.36,0.0,392.36,0,1
7963,0.0,255.72,28.41,284.13,1,3
7964,0.0,392.36,0.0,392.36,0,1
7965,48.07,255.72,28.41,332.20000000000005,0,0
7966,0.0,392.36,0.0,392.36,0,2
7967,0.0,255.72,28.41,284.13,0,3
7968,0.0,392.36,0.0,392.36,0,1
7969,0.0,392.36,0.0,392.36,0,2
7970,0.0,392.36,28.41,420.77000000000004,0,1
7971,48.07,255.72,28.41,332.20000000000005,0,2
7972,0.0,392.36,28.41,420.77000000000004,0,0
7973,0.0,255.72,28.41,284.13,0,2
7974,0.0,255.72,28.41,284.13,0,0
7975,0.0,392.36,0.0,392.36,0,0
7976,411.78,392.36,195.86,1000.0,1,1
7977,0.0,255.72,28.41,284.13,0,0
7978,411.78,392.36,195.86,1000.0,1,0
7979,48.07,255.72,28.41,332.20000000000005,0,0
7980,411.78,392.36,195.86,1000.0,1,1
7981,411.78,392.36,195.86,1000.0,1,0
7982,411.78,392.36,195.86,1000.0,1,1
7983,0.0,255.72,28.41,284.13,0,2
7984,95.05,392.36,195.86,683.27,0,2
7985,48.07,255.72,28.41,332.20000000000005,0,1
7986,48.07,255.72,28.41,332.20000000000005,0,1
7987,95.05,392.36,195.86,683.27,1,1
7988,95.05,0.0,28.41,123.46,0,2
7989,95.05,392.36,195.86,683.27,0,1
7990,95.05,392.36,195.86,683.27,0,1
7991,48.07,255.72,28.41,332.20000000000005,1,1
7992,0.0,255.72,28.41,284.13,0,0
7993,0.0,255.72,28.41,284.13,0,1
7994,48.07,392.36,134.75,575.1800000000001,0,1
7995,48.07,392.36,134.75,575.1800000000001,1,0
7996,48.07,255.72,28.41,332.20000000000005,0,2
7997,48.07,392.36,134.75,575.1800000000001,1,1
7998,48.07,392.36,134.75,575.1800000000001,0,2
7999,48.07,392.36,134.75,575.1800000000001,0,0
8000,48.07,392.36,134.75,575.1800000000001,0,2
8001,95.05,255.72,28.41,379.18,0,2
8002,48.07,392.36,134.75,575.1800000000001,0,1
8003,0.0,0.0,28.41,28.41,0,3
8004,0.0,0.0,28.41,28.41,0,0
8005,48.07,392.36,134.75,575.1800000000001,0,0
8006,411.78,255.72,28.41,695.91,1,6
8007,48.07,392.36,134.75,575.1800000000001,0,2
8008,48.07,392.36,134.75,575.1800000000001,0,0
8009,0.0,255.72,28.41,284.13,0,0
8010,0.0,255.72,28.41,284.13,0,0
8011,48.07,255.72,28.41,332.20000000000005,0,0
8012,48.07,0.0,28.41,76.48,0,2
8013,0.0,0.0,28.41,28.41,0,0
8014,48.07,392.36,134.75,575.1800000000001,0,1
8015,48.07,392.36,28.41,468.84000000000003,0,1
8016,48.07,392.36,28.41,468.84000000000003,0,3
8017,48.07,392.36,134.75,575.1800000000001,1,3
8018,48.07,255.72,28.41,332.20000000000005,0,1
8019,48.07,392.36,28.41,468.84000000000003,0,2
8020,48.07,392.36,28.41,468.84000000000003,0,0
8021,48.07,392.36,28.41,468.84000000000003,0,0
8022,48.07,392.36,28.41,468.84000000000003,0,0
8023,0.0,255.72,28.41,284.13,1,1
8024,48.07,392.36,28.41,468.84000000000003,0,1
8025,48.07,392.36,28.41,468.84000000000003,0,2
8026,48.07,392.36,28.41,468.84000000000003,0,3
8027,48.07,392.36,28.41,468.84000000000003,0,4
8028,0.0,255.72,28.41,284.13,0,1
8029,48.07,255.72,28.41,332.20000000000005,0,0
8030,48.07,392.36,28.41,468.84000000000003,0,1
8031,0.0,255.72,28.41,284.13,0,2
8032,48.07,392.36,28.41,468.84000000000003,0,1
8033,0.0,0.0,28.41,28.41,0,0
8034,48.07,392.36,28.41,468.84000000000003,0,0
8035,411.78,0.0,28.41,440.19,0,2
8036,48.07,392.36,28.41,468.84000000000003,0,0
8037,0.0,255.72,28.41,284.13,0,0
8038,48.07,392.36,28.41,468.84000000000003,0,2
8039,0.0,255.72,28.41,284.13,0,0
8040,0.0,255.72,28.41,284.13,0,1
8041,48.07,392.36,28.41,468.84000000000003,0,1
8042,48.07,392.36,28.41,468.84000000000003,0,0
8043,48.07,392.36,28.41,468.84000000000003,1,1
8044,48.07,392.36,28.41,468.84000000000003,0,2
8045,0.0,392.36,28.41,420.77000000000004,0,1
8046,0.0,392.36,28.41,420.77000000000004,0,2
8047,0.0,392.36,28.41,420.77000000000004,0,1
8048,48.07,255.72,28.41,332.20000000000005,0,4
8049,0.0,392.36,28.41,420.77000000000004,0,1
8050,0.0,392.36,28.41,420.77000000000004,0,1
8051,48.07,255.72,28.41,332.20000000000005,1,0
8052,0.0,392.36,28.41,420.77000000000004,0,1
8053,95.05,255.72,28.41,379.18,0,3
8054,0.0,255.72,28.41,284.13,0,2
8055,0.0,392.36,28.41,420.77000000000004,0,2
8056,0.0,392.36,28.41,420.77000000000004,0,0
8057,0.0,392.36,28.41,420.77000000000004,0,1
8058,0.0,392.36,28.41,420.77000000000004,0,1
8059,0.0,255.72,28.41,284.13,1,2
8060,0.0,392.36,28.41,420.77000000000004,0,0
8061,0.0,392.36,28.41,420.77000000000004,0,0
8062,0.0,392.36,28.41,420.77000000000004,0,2
8063,0.0,255.72,28.41,284.13,0,2
8064,411.78,392.36,28.41,832.55,1,2
8065,95.05,255.72,28.41,379.18,0,1
8066,0.0,392.36,28.41,420.77000000000004,0,1
8067,0.0,255.72,28.41,284.13,0,0
8068,0.0,392.36,28.41,420.77000000000004,0,2
8069,48.07,255.72,28.41,332.20000000000005,0,3
8070,0.0,392.36,28.41,420.77000000000004,0,2
8071,48.07,0.0,28.41,76.48,0,2
8072,0.0,392.36,28.41,420.77000000000004,0,1
8073,0.0,392.36,28.41,420.77000000000004,0,0
8074,0.0,392.36,28.41,420.77000000000004,0,0
8075,0.0,392.36,28.41,420.77000000000004,1,1
8076,0.0,392.36,28.41,420.77000000000004,1,3
8077,0.0,392.36,28.41,420.77000000000004,1,4
8078,0.0,392.36,28.41,420.77000000000004,0,0
8079,95.05,255.72,28.41,379.18,0,1
8080,0.0,392.36,28.41,420.77000000000004,0,0
8081,0.0,255.72,28.41,284.13,0,1
8082,0.0,392.36,28.41,420.77000000000004,0,1
8083,0.0,392.36,28.41,420.77000000000004,0,2
8084,0.0,392.36,28.41,420.77000000000004,0,2
8085,0.0,255.72,28.41,284.13,1,2
8086,0.0,392.36,28.41,420.77000000000004,0,2
8087,48.07,255.72,28.41,332.20000000000005,0,0
8088,0.0,392.36,28.41,420.77000000000004,0,1
8089,0.0,255.72,28.41,284.13,1,4
8090,0.0,392.36,28.41,420.77000000000004,0,2
8091,0.0,392.36,28.41,420.77000000000004,0,1
8092,0.0,255.72,28.41,284.13,0,1
8093,0.0,255.72,28.41,284.13,0,1
8094,0.0,392.36,28.41,420.77000000000004,0,0
8095,0.0,392.36,0.0,392.36,0,2
8096,0.0,0.0,28.41,28.41,0,0
8097,0.0,392.36,0.0,392.36,0,0
8098,48.07,255.72,28.41,332.20000000000005,0,0
8099,0.0,392.36,28.41,420.77000000000004,1,0
8100,0.0,392.36,0.0,392.36,0,2
8101,411.78,255.72,28.41,695.91,1,2
8102,0.0,392.36,0.0,392.36,0,1
8103,0.0,392.36,0.0,392.36,0,2
8104,0.0,255.72,28.41,284.13,0,0
8105,0.0,255.72,28.41,284.13,0,0
8106,0.0,255.72,28.41,284.13,0,0
8107,411.78,255.72,28.41,695.91,1,3
8108,0.0,392.36,0.0,392.36,0,0
8109,0.0,392.36,0.0,392.36,0,0
8110,0.0,392.36,0.0,392.36,0,1
8111,0.0,392.36,0.0,392.36,0,0
8112,48.07,255.72,28.41,332.20000000000005,0,2
8113,0.0,255.72,28.41,284.13,0,1
8114,48.07,255.72,28.41,332.20000000000005,1,0
8115,0.0,255.72,28.41,284.13,0,1
8116,0.0,392.36,0.0,392.36,1,3
8117,0.0,392.36,0.0,392.36,0,2
8118,0.0,255.72,28.41,284.13,0,2
8119,0.0,255.72,28.41,284.13,0,1
8120,0.0,255.72,28.41,284.13,0,0
8121,411.78,255.72,28.41,695.91,0,1
8122,0.0,392.36,0.0,392.36,0,1
8123,411.78,255.72,28.41,695.91,0,2
8124,0.0,255.72,28.41,284.13,1,1
8125,0.0,255.72,28.41,284.13,1,1
8126,48.07,255.72,28.41,332.20000000000005,0,0
8127,0.0,392.36,0.0,392.36,0,0
8128,0.0,392.36,0.0,392.36,0,1
8129,48.07,255.72,28.41,332.20000000000005,0,3
8130,48.07,255.72,28.41,332.20000000000005,0,2
8131,0.0,392.36,0.0,392.36,0,1
8132,48.07,255.72,28.41,332.20000000000005,0,1
8133,0.0,255.72,28.41,284.13,0,0
8134,48.07,255.72,28.41,332.20000000000005,0,0
8135,0.0,392.36,0.0,392.36,0,1
8136,0.0,392.36,0.0,392.36,0,0
8137,0.0,392.36,28.41,420.77000000000004,0,1
8138,0.0,255.72,28.41,284.13,0,2
8139,0.0,392.36,0.0,392.36,0,0
8140,0.0,0.0,28.41,28.41,0,0
8141,95.05,392.36,195.86,683.27,0,1
8142,48.07,255.72,28.41,332.20000000000005,0,2
8143,0.0,255.72,28.41,284.13,0,1
8144,411.78,255.72,28.41,695.91,0,2
8145,95.05,255.72,28.41,379.18,1,0
8146,48.07,255.72,28.41,332.20000000000005,0,1
8147,48.07,392.36,28.41,468.84000000000003,0,0
8148,48.07,392.36,28.41,468.84000000000003,0,0
8149,95.05,255.72,28.41,379.18,0,0
8150,48.07,392.36,28.41,468.84000000000003,0,1
8151,48.07,255.72,28.41,332.20000000000005,0,0
8152,48.07,392.36,28.41,468.84000000000003,0,0
8153,0.0,255.72,28.41,284.13,1,3
8154,0.0,255.72,28.41,284.13,0,0
8155,48.07,255.72,28.41,332.20000000000005,0,1
8156,0.0,392.36,28.41,420.77000000000004,0,1
8157,0.0,255.72,28.41,284.13,0,2
8158,411.78,255.72,28.41,695.91,0,0
8159,0.0,392.36,28.41,420.77000000000004,0,0
8160,0.0,392.36,0.0,392.36,0,0
8161,0.0,255.72,28.41,284.13,0,0
8162,411.78,255.72,28.41,695.91,0,1
8163,48.07,392.36,28.41,468.84000000000003,0,1
8164,411.78,392.36,195.86,1000.0,1,0
8165,48.07,392.36,134.75,575.1800000000001,0,2
8166,48.07,392.36,134.75,575.1800000000001,0,1
8167,411.78,0.0,28.41,440.19,0,1
8168,48.07,392.36,28.41,468.84000000000003,0,1
8169,48.07,392.36,28.41,468.84000000000003,1,4
8170,48.07,392.36,28.41,468.84000000000003,1,2
8171,0.0,255.72,28.41,284.13,0,1
8172,0.0,392.36,28.41,420.77000000000004,0,1
8173,0.0,392.36,28.41,420.77000000000004,0,0
8174,0.0,255.72,28.41,284.13,0,0
8175,0.0,392.36,0.0,392.36,0,3
8176,95.05,255.72,28.41,379.18,0,2
8177,48.07,392.36,134.75,575.1800000000001,0,0
8178,411.78,392.36,195.86,1000.0,1,0
8179,0.0,255.72,28.41,284.13,0,0
8180,0.0,0.0,28.41,28.41,0,1
8181,0.0,255.72,28.41,284.13,0,0
8182,411.78,392.36,195.86,1000.0,1,0
8183,0.0,255.72,28.41,284.13,0,0
8184,48.07,255.72,28.41,332.20000000000005,0,1
8185,411.78,392.36,195.86,1000.0,1,0
8186,95.05,0.0,28.41,123.46,0,1
8187,411.78,392.36,195.86,1000.0,1,0
8188,411.78,392.36,195.86,1000.0,1,2
8189,411.78,392.36,195.86,1000.0,1,1
8190,411.78,392.36,195.86,1000.0,1,3
8191,95.05,392.36,195.86,683.27,0,2
8192,0.0,255.72,28.41,284.13,0,1
8193,95.05,392.36,195.86,683.27,0,0
8194,48.07,255.72,28.41,332.20000000000005,0,0
8195,95.05,392.36,195.86,683.27,1,3
8196,95.05,392.36,195.86,683.27,0,1
8197,48.07,255.72,28.41,332.20000000000005,0,0
8198,48.07,255.72,28.41,332.20000000000005,0,5
8199,95.05,392.36,195.86,683.27,0,2
8200,95.05,392.36,195.86,683.27,0,0
8201,95.05,392.36,195.86,683.27,1,3
8202,48.07,392.36,134.75,575.1800000000001,0,1
8203,48.07,392.36,134.75,575.1800000000001,0,1
8204,48.07,392.36,134.75,575.1800000000001,0,0
8205,0.0,255.72,28.41,284.13,0,1
8206,48.07,255.72,28.41,332.20000000000005,0,1
8207,48.07,392.36,134.75,575.1800000000001,0,1
8208,48.07,392.36,134.75,575.1800000000001,1,4
8209,48.07,392.36,134.75,575.1800000000001,1,3
8210,0.0,255.72,28.41,284.13,0,2
8211,48.07,392.36,134.75,575.1800000000001,0,1
8212,48.07,392.36,134.75,575.1800000000001,0,1
8213,48.07,392.36,134.75,575.1800000000001,0,2
8214,48.07,392.36,134.75,575.1800000000001,0,2
8215,48.07,392.36,134.75,575.1800000000001,0,1
8216,48.07,392.36,134.75,575.1800000000001,1,0
8217,48.07,255.72,28.41,332.20000000000005,0,2
8218,0.0,255.72,28.41,284.13,0,1
8219,0.0,255.72,28.41,284.13,0,0
8220,48.07,0.0,28.41,76.48,0,2
8221,0.0,255.72,28.41,284.13,0,0
8222,48.07,392.36,134.75,575.1800000000001,1,3
8223,411.78,255.72,28.41,695.91,0,2
8224,48.07,255.72,28.41,332.20000000000005,0,0
8225,48.07,0.0,28.41,76.48,0,0
8226,48.07,392.36,134.75,575.1800000000001,0,3
8227,48.07,392.36,134.75,575.1800000000001,0,1
8228,95.05,392.36,134.75,622.1600000000001,1,3
8229,0.0,255.72,28.41,284.13,1,3
8230,0.0,255.72,28.41,284.13,0,1
8231,48.07,392.36,28.41,468.84000000000003,0,2
8232,48.07,392.36,28.41,468.84000000000003,0,1
8233,48.07,392.36,134.75,575.1800000000001,1,1
8234,0.0,255.72,28.41,284.13,0,2
8235,48.07,392.36,28.41,468.84000000000003,0,3
8236,48.07,255.72,28.41,332.20000000000005,1,3
8237,411.78,255.72,28.41,695.91,0,3
8238,0.0,0.0,28.41,28.41,0,0
8239,0.0,255.72,28.41,284.13,0,1
8240,48.07,392.36,28.41,468.84000000000003,0,0
8241,48.07,392.36,28.41,468.84000000000003,0,0
8242,48.07,392.36,28.41,468.84000000000003,0,0
8243,48.07,392.36,28.41,468.84000000000003,0,3
8244,48.07,392.36,134.75,575.1800000000001,1,2
8245,48.07,255.72,28.41,332.20000000000005,0,0
8246,48.07,392.36,28.41,468.84000000000003,0,2
8247,48.07,392.36,28.41,468.84000000000003,0,1
8248,48.07,392.36,28.41,468.84000000000003,0,1
8249,95.05,255.72,28.41,379.18,0,0
8250,411.78,255.72,28.41,695.91,0,1
8251,48.07,0.0,28.41,76.48,0,1
8252,48.07,392.36,28.41,468.84000000000003,0,0
8253,0.0,255.72,28.41,284.13,0,1
8254,411.78,255.72,28.41,695.91,0,2
8255,48.07,255.72,28.41,332.20000000000005,0,0
8256,0.0,255.72,28.41,284.13,0,0
8257,48.07,392.36,28.41,468.84000000000003,0,1
8258,0.0,255.72,28.41,284.13,0,2
8259,48.07,392.36,134.75,575.1800000000001,1,2
8260,411.78,255.72,28.41,695.91,0,0
8261,48.07,255.72,28.41,332.20000000000005,0,1
8262,48.07,255.72,28.41,332.20000000000005,0,0
8263,48.07,0.0,28.41,76.48,0,0
8264,48.07,392.36,28.41,468.84000000000003,0,1
8265,48.07,392.36,28.41,468.84000000000003,0,1
8266,0.0,0.0,28.41,28.41,0,1
8267,48.07,255.72,28.41,332.20000000000005,0,0
8268,0.0,255.72,28.41,284.13,0,1
8269,48.07,392.36,28.41,468.84000000000003,0,1
8270,48.07,392.36,28.41,468.84000000000003,1,3
8271,48.07,255.72,28.41,332.20000000000005,0,1
8272,48.07,392.36,28.41,468.84000000000003,0,0
8273,48.07,392.36,28.41,468.84000000000003,1,3
8274,48.07,255.72,28.41,332.20000000000005,0,0
8275,48.07,392.36,28.41,468.84000000000003,0,0
8276,0.0,255.72,28.41,284.13,0,1
8277,0.0,255.72,28.41,284.13,1,3
8278,0.0,255.72,28.41,284.13,0,2
8279,48.07,392.36,28.41,468.84000000000003,1,3
8280,48.07,255.72,28.41,332.20000000000005,0,2
8281,48.07,255.72,28.41,332.20000000000005,0,0
8282,48.07,255.72,28.41,332.20000000000005,0,2
8283,411.78,255.72,28.41,695.91,0,1
8284,48.07,392.36,28.41,468.84000000000003,0,3
8285,48.07,392.36,28.41,468.84000000000003,1,3
8286,0.0,255.72,28.41,284.13,0,0
8287,48.07,255.72,28.41,332.20000000000005,0,2
8288,0.0,255.72,28.41,284.13,0,0
8289,48.07,392.36,28.41,468.84000000000003,0,1
8290,48.07,392.36,28.41,468.84000000000003,0,2
8291,411.78,255.72,28.41,695.91,0,1
8292,48.07,392.36,28.41,468.84000000000003,0,1
8293,48.07,392.36,28.41,468.84000000000003,0,1
8294,48.07,255.72,28.41,332.20000000000005,0,0
8295,48.07,0.0,28.41,76.48,0,1
8296,48.07,392.36,28.41,468.84000000000003,0,0
8297,48.07,392.36,28.41,468.84000000000003,1,4
8298,48.07,392.36,28.41,468.84000000000003,0,2
8299,0.0,255.72,28.41,284.13,0,2
8300,0.0,255.72,28.41,284.13,0,0
8301,48.07,255.72,28.41,332.20000000000005,0,3
8302,411.78,255.72,28.41,695.91,0,1
8303,0.0,392.36,28.41,420.77000000000004,0,1
8304,0.0,255.72,28.41,284.13,0,0
8305,0.0,392.36,28.41,420.77000000000004,0,0
8306,48.07,255.72,28.41,332.20000000000005,0,3
8307,48.07,392.36,28.41,468.84000000000003,1,3
8308,48.07,392.36,28.41,468.84000000000003,1,0
8309,0.0,392.36,28.41,420.77000000000004,0,1
8310,411.78,255.72,28.41,695.91,0,3
8311,48.07,392.36,28.41,468.84000000000003,1,4
8312,0.0,392.36,28.41,420.77000000000004,0,0
8313,48.07,392.36,28.41,468.84000000000003,1,2
8314,48.07,392.36,28.41,468.84000000000003,1,4
8315,48.07,255.72,28.41,332.20000000000005,1,1
8316,0.0,392.36,28.41,420.77000000000004,0,1
8317,0.0,255.72,28.41,284.13,0,0
8318,48.07,0.0,28.41,76.48,0,2
8319,0.0,392.36,28.41,420.77000000000004,0,0
8320,0.0,255.72,28.41,284.13,1,3
8321,0.0,255.72,28.41,284.13,0,1
8322,48.07,392.36,28.41,468.84000000000003,1,0
8323,0.0,255.72,28.41,284.13,0,1
8324,0.0,392.36,28.41,420.77000000000004,0,2
8325,48.07,255.72,28.41,332.20000000000005,1,3
8326,0.0,392.36,28.41,420.77000000000004,0,0
8327,48.07,255.72,28.41,332.20000000000005,0,1
8328,0.0,392.36,28.41,420.77000000000004,0,2
8329,0.0,392.36,28.41,420.77000000000004,0,1
8330,0.0,392.36,28.41,420.77000000000004,0,1
8331,0.0,392.36,28.41,420.77000000000004,0,0
8332,48.07,255.72,28.41,332.20000000000005,1,1
8333,0.0,392.36,28.41,420.77000000000004,0,0
8334,0.0,255.72,28.41,284.13,0,1
8335,48.07,0.0,28.41,76.48,0,0
8336,0.0,392.36,28.41,420.77000000000004,0,0
8337,0.0,255.72,28.41,284.13,0,0
8338,0.0,0.0,28.41,28.41,0,1
8339,0.0,392.36,28.41,420.77000000000004,0,1
8340,0.0,0.0,28.41,28.41,0,0
8341,411.78,255.72,28.41,695.91,0,1
8342,0.0,255.72,28.41,284.13,0,2
8343,0.0,255.72,28.41,284.13,0,0
8344,0.0,392.36,28.41,420.77000000000004,0,2
8345,0.0,392.36,28.41,420.77000000000004,0,2
8346,0.0,0.0,28.41,28.41,0,2
8347,0.0,392.36,28.41,420.77000000000004,1,3
8348,411.78,255.72,28.41,695.91,0,1
8349,411.78,255.72,28.41,695.91,0,0
8350,0.0,255.72,28.41,284.13,0,0
8351,0.0,392.36,28.41,420.77000000000004,0,0
8352,0.0,392.36,28.41,420.77000000000004,1,3
8353,0.0,255.72,28.41,284.13,0,0
8354,0.0,255.72,28.41,284.13,0,0
8355,0.0,255.72,28.41,284.13,0,0
8356,0.0,255.72,28.41,284.13,0,0
8357,0.0,392.36,28.41,420.77000000000004,0,2
8358,48.07,255.72,28.41,332.20000000000005,0,3
8359,0.0,392.36,28.41,420.77000000000004,0,1
8360,0.0,392.36,28.41,420.77000000000004,0,0
8361,0.0,255.72,28.41,284.13,0,0
8362,48.07,255.72,28.41,332.20000000000005,0,0
8363,0.0,255.72,28.41,284.13,0,0
8364,0.0,392.36,28.41,420.77000000000004,0,0
8365,0.0,392.36,28.41,420.77000000000004,0,1
8366,48.07,255.72,28.41,332.20000000000005,0,1
8367,0.0,392.36,28.41,420.77000000000004,0,0
8368,0.0,255.72,28.41,284.13,0,0
8369,0.0,392.36,28.41,420.77000000000004,0,2
8370,0.0,392.36,28.41,420.77000000000004,0,1
8371,0.0,392.36,0.0,392.36,0,1
8372,48.07,255.72,28.41,332.20000000000005,0,2
8373,0.0,255.72,28.41,284.13,0,0
8374,48.07,392.36,28.41,468.84000000000003,1,3
8375,0.0,392.36,0.0,392.36,0,0
8376,0.0,392.36,0.0,392.36,0,1
8377,48.07,255.72,28.41,332.20000000000005,0,0
8378,48.07,255.72,28.41,332.20000000000005,0,0
8379,0.0,255.72,28.41,284.13,0,0
8380,411.78,255.72,28.41,695.91,0,1
8381,0.0,392.36,0.0,392.36,0,1
8382,0.0,392.36,0.0,392.36,0,1
8383,0.0,392.36,0.0,392.36,0,1
8384,48.07,255.72,28.41,332.20000000000005,0,0
8385,0.0,255.72,28.41,284.13,0,1
8386,48.07,255.72,28.41,332.20000000000005,0,0
8387,0.0,0.0,28.41,28.41,0,0
8388,0.0,0.0,28.41,28.41,0,0
8389,0.0,255.72,28.41,284.13,1,1
8390,0.0,255.72,28.41,284.13,0,0
8391,0.0,392.36,28.41,420.77000000000004,1,2
8392,0.0,255.72,28.41,284.13,0,1
8393,0.0,255.72,28.41,284.13,0,1
8394,0.0,392.36,0.0,392.36,0,0
8395,0.0,392.36,0.0,392.36,1,3
8396,0.0,255.72,28.41,284.13,0,1
8397,0.0,255.72,28.41,284.13,0,2
8398,0.0,255.72,28.41,284.13,0,0
8399,0.0,255.72,28.41,284.13,0,0
8400,0.0,392.36,0.0,392.36,0,2
8401,0.0,255.72,28.41,284.13,0,0
8402,0.0,392.36,0.0,392.36,0,2
8403,0.0,392.36,0.0,392.36,0,2
8404,0.0,392.36,0.0,392.36,0,1
8405,0.0,255.72,28.41,284.13,0,0
8406,48.07,255.72,28.41,332.20000000000005,0,2
8407,0.0,392.36,28.41,420.77000000000004,1,3
8408,0.0,392.36,0.0,392.36,0,1
8409,0.0,255.72,28.41,284.13,0,1
8410,48.07,255.72,28.41,332.20000000000005,0,0
8411,0.0,392.36,0.0,392.36,1,3
8412,0.0,255.72,28.41,284.13,0,1
8413,48.07,255.72,28.41,332.20000000000005,0,1
8414,48.07,255.72,28.41,332.20000000000005,0,0
8415,0.0,392.36,0.0,392.36,1,3
8416,0.0,255.72,28.41,284.13,0,0
8417,0.0,255.72,28.41,284.13,0,1
8418,0.0,392.36,0.0,392.36,0,1
8419,0.0,392.36,0.0,392.36,0,3
8420,0.0,392.36,0.0,392.36,1,3
8421,0.0,392.36,0.0,392.36,0,2
8422,0.0,255.72,28.41,284.13,0,1
