Client_ID,Note_loan_percent_income,Note_person_home_ownership,Note_cb_person_default_on_file,Note_person_income,Note_loan_intent,Note_Finale,loan_status,loan_grade,Classe_Risque
9549,36.04,285.63,0.0,23.97,107.12,452.76,0,0,3
9550,0.0,285.63,0.0,23.97,32.5,342.1,0,2,2
9551,36.04,185.94,0.0,23.97,32.5,278.45,0,0,1
9552,0.0,285.63,0.0,0.0,107.12,392.75,0,0,2
9553,0.0,285.63,0.0,0.0,100.42,386.05,0,0,2
9554,324.27,285.63,0.0,153.61,32.5,796.01,1,0,6
9555,0.0,185.94,0.0,23.97,100.42,310.33,0,0,2
9556,68.11,285.63,0.0,102.54,32.5,488.78,0,2,4
9557,0.0,185.94,129.37,23.97,32.5,371.78,0,2,2
9558,36.04,185.94,0.0,23.97,32.5,278.45,0,0,1
9559,324.27,185.94,0.0,23.97,107.12,641.3,0,0,5
9560,0.0,285.63,0.0,23.97,100.42,410.02,0,2,3
9561,0.0,285.63,129.37,23.97,107.12,546.09,1,3,4
9562,0.0,185.94,0.0,23.97,100.42,310.33,0,1,2
9563,36.04,185.94,0.0,23.97,32.5,278.45,0,0,1
9564,36.04,285.63,0.0,102.54,0.0,424.21,0,1,3
9565,0.0,185.94,0.0,23.97,0.0,209.91,0,0,0
9566,36.04,285.63,0.0,23.97,0.0,345.64,0,0,2
9567,36.04,285.63,0.0,23.97,100.42,446.06,0,1,3
9568,0.0,285.63,129.37,23.97,32.5,471.47,0,2,4
9569,68.11,185.94,0.0,23.97,107.12,385.14,0,1,2
9570,0.0,285.63,0.0,0.0,32.5,318.13,0,0,2
9571,324.27,285.63,0.0,153.61,32.5,796.01,1,0,6
9572,68.11,285.63,0.0,102.54,100.42,556.7,0,0,4
9573,0.0,185.94,129.37,23.97,100.42,439.7,0,2,3
9574,0.0,0.0,129.37,23.97,32.5,185.84,0,2,0
9575,36.04,185.94,0.0,23.97,107.12,353.07,0,2,2
9576,0.0,185.94,0.0,23.97,0.0,209.91,0,0,0
9577,36.04,285.63,0.0,102.54,32.5,456.71,0,1,4
9578,36.04,185.94,0.0,23.97,32.5,278.45,0,1,1
9579,0.0,0.0,129.37,23.97,0.0,153.34,0,2,0
9580,0.0,285.63,129.37,0.0,32.5,447.5,1,2,3
9581,0.0,185.94,0.0,23.97,100.42,310.33,0,1,2
9582,0.0,185.94,0.0,23.97,100.42,310.33,0,1,2
9583,324.27,285.63,0.0,153.61,32.5,796.01,1,1,6
9584,68.11,285.63,0.0,102.54,100.42,556.7,1,0,4
9585,36.04,285.63,0.0,23.97,32.5,378.14,0,1,2
9586,36.04,285.63,0.0,23.97,107.12,452.76,0,0,3
9587,0.0,285.63,0.0,0.0,100.42,386.05,0,0,2
9588,0.0,185.94,0.0,23.97,107.12,317.03,0,2,2
9589,36.04,185.94,0.0,23.97,32.5,278.45,0,1,1
9590,36.04,185.94,129.37,23.97,0.0,375.3200000000001,1,3,2
9591,68.11,0.0,0.0,23.97,107.12,199.2,1,4,0
9592,36.04,185.94,0.0,23.97,32.5,278.45,0,1,1
9593,68.11,285.63,0.0,102.54,32.5,488.78,0,2,4
9594,0.0,285.63,0.0,0.0,107.12,392.75,0,0,2
9595,68.11,285.63,0.0,102.54,32.5,488.78,0,0,4
9596,324.27,185.94,0.0,23.97,32.5,566.68,0,0,4
9597,0.0,185.94,0.0,23.97,0.0,209.91,0,1,0
9598,68.11,285.63,0.0,102.54,0.0,456.28,0,2,3
9599,68.11,285.63,129.37,102.54,107.12,692.77,1,3,5
9600,324.27,185.94,0.0,23.97,100.42,634.5999999999999,0,0,5
9601,68.11,285.63,0.0,102.54,32.5,488.78,0,1,4
9602,324.27,185.94,0.0,23.97,0.0,534.18,0,1,4
9603,36.04,185.94,0.0,23.97,32.5,278.45,0,1,1
9604,36.04,185.94,129.37,23.97,0.0,375.3200000000001,0,5,2
9605,0.0,185.94,0.0,23.97,32.5,242.41,0,0,1
9606,36.04,185.94,0.0,23.97,32.5,278.45,0,1,1
9607,36.04,285.63,0.0,102.54,32.5,456.71,0,3,4
9608,324.27,185.94,0.0,23.97,100.42,634.5999999999999,0,1,5
9609,36.04,285.63,129.37,102.54,0.0,553.58,0,2,4
9610,0.0,185.94,0.0,23.97,100.42,310.33,0,0,2
9611,36.04,185.94,0.0,23.97,107.12,353.07,0,1,2
9612,36.04,285.63,0.0,23.97,100.42,446.06,0,1,3
9613,36.04,285.63,129.37,23.97,32.5,507.51,0,4,4
9614,36.04,185.94,0.0,23.97,100.42,346.37,0,0,2
9615,68.11,285.63,0.0,102.54,32.5,488.78,1,0,4
9616,36.04,285.63,0.0,23.97,32.5,378.14,0,1,2
9617,0.0,185.94,0.0,23.97,32.5,242.41,0,0,1
9618,36.04,285.63,0.0,23.97,32.5,378.14,0,0,2
9619,0.0,185.94,0.0,23.97,0.0,209.91,0,0,0
9620,0.0,0.0,0.0,23.97,32.5,56.47,0,3,0
9621,36.04,185.94,0.0,23.97,100.42,346.37,0,1,2
9622,36.04,185.94,0.0,23.97,100.42,346.37,0,0,2
9623,36.04,185.94,0.0,23.97,100.42,346.37,0,0,2
9624,36.04,285.63,0.0,23.97,107.12,452.76,1,3,3
9625,0.0,185.94,0.0,23.97,32.5,242.41,0,0,1
9626,36.04,285.63,0.0,23.97,100.42,446.06,0,2,3
9627,36.04,185.94,0.0,23.97,100.42,346.37,0,1,2
9628,0.0,185.94,0.0,23.97,32.5,242.41,0,0,1
9629,324.27,185.94,0.0,23.97,32.5,566.68,0,1,4
9630,0.0,185.94,0.0,23.97,0.0,209.91,0,1,0
9631,36.04,285.63,0.0,23.97,32.5,378.14,0,0,2
9632,36.04,285.63,0.0,23.97,32.5,378.14,1,2,2
9633,0.0,185.94,129.37,23.97,0.0,339.28,0,4,2
9634,36.04,285.63,0.0,23.97,0.0,345.64,0,1,2
9635,0.0,185.94,129.37,23.97,100.42,439.7,0,2,3
9636,36.04,285.63,0.0,23.97,107.12,452.76,0,1,3
9637,36.04,285.63,129.37,23.97,100.42,575.43,0,2,5
9638,0.0,185.94,0.0,23.97,32.5,242.41,0,1,1
9639,36.04,285.63,0.0,23.97,100.42,446.06,0,2,3
9640,36.04,285.63,129.37,23.97,100.42,575.43,1,4,5
9641,36.04,285.63,0.0,23.97,107.12,452.76,0,1,3
9642,36.04,285.63,129.37,23.97,32.5,507.51,0,2,4
9643,36.04,285.63,129.37,23.97,100.42,575.43,0,2,5
9644,68.11,0.0,0.0,23.97,100.42,192.5,0,0,0
9645,36.04,285.63,0.0,23.97,32.5,378.14,0,0,2
9646,36.04,285.63,129.37,23.97,100.42,575.43,1,3,5
9647,36.04,185.94,0.0,23.97,32.5,278.45,0,0,1
9648,0.0,185.94,0.0,23.97,107.12,317.03,0,0,2
9649,324.27,185.94,129.37,23.97,32.5,696.05,0,5,5
9650,36.04,285.63,129.37,23.97,0.0,475.01,1,3,4
9651,36.04,185.94,0.0,23.97,107.12,353.07,0,0,2
9652,0.0,185.94,0.0,23.97,107.12,317.03,0,1,2
9653,0.0,285.63,0.0,23.97,32.5,342.1,0,2,2
9654,0.0,285.63,0.0,23.97,0.0,309.6,0,0,2
9655,0.0,185.94,0.0,23.97,32.5,242.41,0,2,1
9656,0.0,285.63,0.0,23.97,100.42,410.02,0,0,3
9657,0.0,185.94,0.0,23.97,100.42,310.33,0,0,2
9658,0.0,285.63,0.0,23.97,107.12,416.72,0,1,3
9659,36.04,185.94,0.0,23.97,32.5,278.45,0,2,1
9660,36.04,185.94,0.0,23.97,32.5,278.45,0,0,1
9661,36.04,185.94,0.0,23.97,100.42,346.37,0,2,2
9662,0.0,285.63,129.37,23.97,100.42,539.39,0,2,4
9663,0.0,285.63,0.0,23.97,0.0,309.6,0,0,2
9664,324.27,185.94,0.0,23.97,100.42,634.5999999999999,0,1,5
9665,0.0,285.63,0.0,23.97,0.0,309.6,0,0,2
9666,0.0,185.94,129.37,23.97,100.42,439.7,1,2,3
9667,0.0,185.94,0.0,23.97,107.12,317.03,0,1,2
9668,324.27,185.94,0.0,23.97,32.5,566.68,0,3,4
9669,0.0,285.63,0.0,23.97,32.5,342.1,0,0,2
9670,0.0,185.94,129.37,23.97,100.42,439.7,0,2,3
9671,0.0,185.94,0.0,0.0,100.42,286.36,0,0,1
9672,0.0,285.63,129.37,23.97,100.42,539.39,0,2,4
9673,36.04,185.94,0.0,0.0,107.12,329.1,0,0,2
9674,36.04,185.94,0.0,0.0,100.42,322.4,0,1,2
9675,0.0,285.63,129.37,23.97,32.5,471.47,0,3,4
9676,0.0,0.0,129.37,0.0,100.42,229.79,0,2,1
9677,0.0,185.94,0.0,0.0,0.0,185.94,0,1,0
9678,324.27,185.94,0.0,0.0,0.0,510.21,0,0,4
9679,0.0,285.63,0.0,0.0,107.12,392.75,0,1,2
9680,0.0,285.63,0.0,0.0,0.0,285.63,0,0,1
9681,0.0,285.63,0.0,0.0,100.42,386.05,0,0,2
9682,0.0,285.63,0.0,23.97,32.5,342.1,1,3,2
9683,0.0,285.63,0.0,0.0,0.0,285.63,0,0,1
9684,0.0,285.63,0.0,0.0,32.5,318.13,0,3,2
9685,68.11,185.94,129.37,0.0,32.5,415.92,0,2,3
9686,36.04,185.94,0.0,0.0,32.5,254.48,0,1,1
9687,324.27,0.0,0.0,0.0,0.0,324.27,0,1,2
9688,0.0,285.63,0.0,0.0,100.42,386.05,0,0,2
9689,0.0,285.63,0.0,0.0,32.5,318.13,0,1,2
9690,0.0,285.63,129.37,0.0,107.12,522.12,0,2,4
9691,0.0,285.63,0.0,0.0,32.5,318.13,0,2,2
9692,0.0,285.63,0.0,0.0,100.42,386.05,0,2,2
9693,0.0,185.94,0.0,0.0,32.5,218.44,0,1,0
9694,0.0,185.94,0.0,0.0,32.5,218.44,0,2,0
9695,0.0,285.63,0.0,0.0,100.42,386.05,0,0,2
9696,0.0,285.63,0.0,0.0,100.42,386.05,1,3,2
9697,0.0,285.63,0.0,0.0,0.0,285.63,0,1,1
9698,324.27,285.63,0.0,153.61,107.12,870.63,1,2,6
9699,324.27,285.63,129.37,153.61,100.42,993.3,1,2,6
9700,0.0,185.94,0.0,0.0,107.12,293.06,0,0,2
9701,324.27,285.63,0.0,153.61,0.0,763.51,1,2,6
9702,324.27,285.63,0.0,153.61,107.12,870.63,1,1,6
9703,0.0,185.94,0.0,0.0,0.0,185.94,0,0,0
9704,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
9705,36.04,185.94,0.0,23.97,100.42,346.37,1,3,2
9706,36.04,185.94,0.0,0.0,100.42,322.4,0,0,2
9707,324.27,185.94,0.0,0.0,107.12,617.3299999999999,0,1,5
9708,36.04,285.63,0.0,23.97,100.42,446.06,0,1,3
9709,36.04,285.63,0.0,23.97,100.42,446.06,1,1,3
9710,0.0,285.63,0.0,0.0,32.5,318.13,0,0,2
9711,68.11,185.94,0.0,0.0,100.42,354.47,0,1,2
9712,68.11,285.63,129.37,102.54,107.12,692.77,1,3,5
9713,0.0,185.94,0.0,0.0,107.12,293.06,0,0,2
9714,0.0,185.94,0.0,0.0,0.0,185.94,0,1,0
9715,0.0,185.94,0.0,0.0,32.5,218.44,0,0,0
9716,36.04,285.63,0.0,23.97,107.12,452.76,0,2,3
9717,36.04,185.94,0.0,0.0,100.42,322.4,0,0,2
9718,68.11,185.94,129.37,23.97,32.5,439.89,1,3,3
9719,0.0,185.94,0.0,0.0,100.42,286.36,0,0,1
9720,68.11,285.63,129.37,102.54,32.5,618.15,1,3,5
9721,36.04,285.63,0.0,23.97,0.0,345.64,0,0,2
9722,36.04,185.94,0.0,0.0,32.5,254.48,0,1,1
9723,36.04,185.94,0.0,0.0,0.0,221.98,0,3,0
9724,0.0,285.63,0.0,0.0,100.42,386.05,0,0,2
9725,0.0,185.94,0.0,0.0,107.12,293.06,0,0,2
9726,0.0,285.63,0.0,23.97,32.5,342.1,0,0,2
9727,0.0,0.0,0.0,0.0,32.5,32.5,0,0,0
9728,0.0,285.63,0.0,0.0,100.42,386.05,0,1,2
9729,36.04,285.63,129.37,23.97,32.5,507.51,0,3,4
9730,324.27,285.63,0.0,153.61,32.5,796.01,1,0,6
9731,0.0,185.94,0.0,0.0,32.5,218.44,0,0,0
9732,0.0,185.94,0.0,0.0,107.12,293.06,0,0,2
9733,0.0,185.94,0.0,0.0,100.42,286.36,0,0,1
9734,0.0,185.94,0.0,0.0,0.0,185.94,0,1,0
9735,0.0,185.94,0.0,0.0,107.12,293.06,0,1,2
9736,36.04,0.0,129.37,0.0,32.5,197.91,0,3,0
9737,0.0,185.94,0.0,0.0,32.5,218.44,0,0,0
9738,0.0,185.94,0.0,0.0,0.0,185.94,0,1,0
9739,0.0,185.94,0.0,0.0,32.5,218.44,0,0,0
9740,68.11,285.63,0.0,102.54,100.42,556.7,0,1,4
9741,0.0,185.94,0.0,0.0,0.0,185.94,0,1,0
9742,0.0,185.94,0.0,0.0,0.0,185.94,0,0,0
9743,36.04,0.0,0.0,0.0,100.42,136.46,0,0,0
9744,0.0,285.63,0.0,0.0,100.42,386.05,0,0,2
9745,36.04,185.94,0.0,0.0,100.42,322.4,0,1,2
9746,0.0,185.94,0.0,0.0,100.42,286.36,0,0,1
9747,0.0,185.94,0.0,0.0,0.0,185.94,0,1,0
9748,0.0,185.94,0.0,0.0,100.42,286.36,0,1,1
9749,36.04,185.94,0.0,0.0,100.42,322.4,0,1,2
9750,36.04,285.63,0.0,23.97,32.5,378.14,0,0,2
9751,36.04,185.94,129.37,0.0,0.0,351.35,0,2,2
9752,36.04,185.94,129.37,0.0,32.5,383.85,0,2,2
9753,324.27,285.63,129.37,153.61,0.0,892.88,1,2,6
9754,0.0,185.94,0.0,0.0,107.12,293.06,0,0,2
9755,324.27,285.63,0.0,153.61,100.42,863.93,1,0,6
9756,324.27,285.63,0.0,153.61,0.0,763.51,1,1,6
9757,324.27,285.63,0.0,153.61,32.5,796.01,1,1,6
9758,324.27,285.63,0.0,153.61,100.42,863.93,1,1,6
9759,324.27,185.94,0.0,0.0,32.5,542.71,0,1,4
9760,36.04,185.94,0.0,0.0,32.5,254.48,0,0,1
9761,324.27,285.63,0.0,153.61,100.42,863.93,1,1,6
9762,324.27,285.63,0.0,153.61,0.0,763.51,1,0,6
9763,36.04,185.94,0.0,0.0,107.12,329.1,0,1,2
9764,324.27,285.63,0.0,153.61,100.42,863.93,1,2,6
9765,324.27,285.63,0.0,153.61,107.12,870.63,1,2,6
9766,0.0,185.94,129.37,0.0,32.5,347.81,0,3,2
9767,324.27,285.63,0.0,153.61,100.42,863.93,1,1,6
9768,0.0,185.94,0.0,0.0,0.0,185.94,0,1,0
9769,0.0,185.94,0.0,0.0,100.42,286.36,0,0,1
9770,324.27,285.63,0.0,153.61,100.42,863.93,1,0,6
9771,324.27,185.94,129.37,23.97,100.42,763.9699999999999,1,3,6
9772,0.0,185.94,0.0,23.97,100.42,310.33,1,2,2
9773,324.27,285.63,0.0,153.61,32.5,796.01,1,0,6
9774,324.27,285.63,129.37,153.61,0.0,892.88,1,2,6
9775,324.27,285.63,0.0,102.54,100.42,812.8599999999999,1,1,6
9776,68.11,285.63,129.37,102.54,100.42,686.0699999999999,1,2,5
9777,68.11,285.63,129.37,102.54,107.12,692.77,1,3,5
9778,68.11,285.63,0.0,102.54,32.5,488.78,0,1,4
9779,68.11,285.63,129.37,102.54,100.42,686.0699999999999,0,2,5
9780,68.11,285.63,0.0,102.54,32.5,488.78,1,0,4
9781,0.0,185.94,129.37,0.0,32.5,347.81,0,2,2
9782,0.0,185.94,129.37,0.0,32.5,347.81,0,2,2
9783,0.0,185.94,0.0,0.0,100.42,286.36,0,0,1
9784,0.0,185.94,129.37,0.0,0.0,315.31,0,3,2
9785,68.11,285.63,129.37,102.54,100.42,686.0699999999999,1,3,5
9786,68.11,285.63,0.0,102.54,32.5,488.78,0,1,4
9787,36.04,185.94,0.0,0.0,100.42,322.4,0,0,2
9788,0.0,185.94,0.0,0.0,100.42,286.36,0,1,1
9789,0.0,185.94,0.0,0.0,32.5,218.44,0,0,0
9790,0.0,185.94,0.0,0.0,32.5,218.44,0,2,0
9791,36.04,0.0,129.37,0.0,32.5,197.91,0,2,0
9792,36.04,185.94,0.0,0.0,32.5,254.48,0,1,1
9793,36.04,185.94,0.0,0.0,32.5,254.48,0,1,1
9794,68.11,285.63,0.0,102.54,32.5,488.78,0,1,4
9795,68.11,285.63,0.0,102.54,32.5,488.78,0,1,4
9796,68.11,285.63,0.0,102.54,32.5,488.78,0,0,4
9797,68.11,285.63,0.0,102.54,100.42,556.7,0,0,4
9798,68.11,285.63,0.0,102.54,32.5,488.78,1,1,4
9799,68.11,285.63,0.0,102.54,32.5,488.78,1,3,4
9800,68.11,285.63,0.0,102.54,107.12,563.4000000000001,0,1,4
9801,36.04,185.94,0.0,0.0,32.5,254.48,0,1,1
9802,68.11,285.63,0.0,102.54,107.12,563.4000000000001,0,2,4
9803,68.11,285.63,0.0,102.54,32.5,488.78,1,0,4
9804,324.27,285.63,0.0,102.54,32.5,744.9399999999999,1,1,6
9805,68.11,185.94,129.37,0.0,100.42,483.84,0,2,4
9806,0.0,185.94,0.0,0.0,32.5,218.44,0,1,0
9807,68.11,285.63,0.0,102.54,100.42,556.7,0,0,4
9808,0.0,185.94,0.0,0.0,100.42,286.36,0,1,1
9809,324.27,285.63,0.0,102.54,100.42,812.8599999999999,1,1,6
9810,0.0,185.94,129.37,0.0,32.5,347.81,0,2,2
9811,36.04,285.63,0.0,23.97,32.5,378.14,0,1,2
9812,36.04,185.94,0.0,0.0,0.0,221.98,0,0,0
9813,36.04,285.63,0.0,23.97,107.12,452.76,0,1,3
9814,0.0,185.94,0.0,0.0,107.12,293.06,0,2,2
9815,0.0,0.0,0.0,0.0,100.42,100.42,0,0,0
9816,324.27,185.94,0.0,23.97,32.5,566.68,1,3,4
9817,36.04,285.63,129.37,23.97,32.5,507.51,0,2,4
9818,68.11,285.63,0.0,102.54,32.5,488.78,1,3,4
9819,0.0,185.94,129.37,0.0,107.12,422.43,0,2,3
9820,0.0,185.94,0.0,0.0,107.12,293.06,0,0,2
9821,36.04,185.94,0.0,0.0,0.0,221.98,0,1,0
9822,0.0,0.0,129.37,0.0,0.0,129.37,0,2,0
9823,0.0,185.94,0.0,0.0,0.0,185.94,0,3,0
9824,0.0,185.94,129.37,0.0,32.5,347.81,0,3,2
9825,68.11,285.63,129.37,102.54,107.12,692.77,1,3,5
9826,36.04,285.63,129.37,23.97,0.0,475.01,0,2,4
9827,36.04,185.94,0.0,0.0,32.5,254.48,0,0,1
9828,36.04,285.63,0.0,23.97,0.0,345.64,0,1,2
9829,0.0,185.94,129.37,23.97,32.5,371.78,1,3,2
9830,36.04,285.63,0.0,23.97,0.0,345.64,0,0,2
9831,0.0,185.94,0.0,0.0,100.42,286.36,0,0,1
9832,36.04,285.63,0.0,23.97,100.42,446.06,0,1,3
9833,36.04,185.94,0.0,0.0,0.0,221.98,0,1,0
9834,0.0,185.94,0.0,0.0,32.5,218.44,0,0,0
9835,36.04,185.94,0.0,0.0,0.0,221.98,0,0,0
9836,0.0,0.0,0.0,0.0,32.5,32.5,0,1,0
9837,36.04,185.94,0.0,0.0,100.42,322.4,0,0,2
9838,36.04,285.63,0.0,23.97,107.12,452.76,0,0,3
9839,36.04,285.63,0.0,23.97,100.42,446.06,0,1,3
9840,68.11,285.63,0.0,102.54,32.5,488.78,1,0,4
9841,36.04,285.63,0.0,23.97,32.5,378.14,0,1,2
9842,68.11,285.63,129.37,102.54,32.5,618.15,1,4,5
9843,68.11,185.94,0.0,0.0,100.42,354.47,0,1,2
9844,36.04,285.63,0.0,23.97,0.0,345.64,0,1,2
9845,36.04,285.63,0.0,23.97,32.5,378.14,0,1,2
9846,36.04,185.94,0.0,0.0,32.5,254.48,0,1,1
9847,36.04,285.63,0.0,23.97,0.0,345.64,0,0,2
9848,36.04,285.63,129.37,23.97,32.5,507.51,0,2,4
9849,68.11,285.63,129.37,102.54,100.42,686.0699999999999,1,4,5
9850,0.0,185.94,0.0,0.0,32.5,218.44,0,1,0
9851,0.0,185.94,0.0,0.0,32.5,218.44,0,0,0
9852,36.04,285.63,0.0,23.97,32.5,378.14,0,2,2
9853,36.04,185.94,0.0,0.0,0.0,221.98,0,0,0
9854,36.04,185.94,0.0,0.0,32.5,254.48,0,0,1
9855,0.0,185.94,0.0,0.0,32.5,218.44,0,0,0
9856,36.04,285.63,129.37,23.97,100.42,575.43,1,3,5
9857,0.0,185.94,0.0,0.0,107.12,293.06,0,1,2
9858,0.0,185.94,129.37,0.0,0.0,315.31,0,3,2
9859,0.0,185.94,0.0,23.97,107.12,317.03,1,0,2
9860,0.0,185.94,0.0,0.0,32.5,218.44,0,0,0
9861,0.0,185.94,0.0,0.0,0.0,185.94,0,0,0
9862,36.04,285.63,0.0,23.97,0.0,345.64,0,0,2
9863,0.0,185.94,0.0,0.0,32.5,218.44,0,1,0
9864,0.0,185.94,0.0,0.0,107.12,293.06,0,1,2
9865,36.04,285.63,0.0,23.97,107.12,452.76,0,0,3
9866,0.0,185.94,0.0,0.0,107.12,293.06,0,0,2
9867,36.04,285.63,0.0,23.97,32.5,378.14,1,0,2
9868,36.04,285.63,0.0,23.97,32.5,378.14,0,3,2
9869,36.04,285.63,0.0,23.97,100.42,446.06,0,0,3
9870,0.0,185.94,0.0,0.0,32.5,218.44,0,2,0
9871,0.0,185.94,129.37,0.0,0.0,315.31,0,3,2
9872,36.04,285.63,129.37,23.97,32.5,507.51,0,2,4
9873,36.04,285.63,129.37,23.97,32.5,507.51,0,3,4
9874,0.0,185.94,0.0,0.0,100.42,286.36,0,0,1
9875,36.04,285.63,0.0,23.97,32.5,378.14,0,0,2
9876,0.0,185.94,0.0,0.0,32.5,218.44,0,0,0
9877,36.04,285.63,0.0,23.97,107.12,452.76,0,1,3
9878,36.04,285.63,0.0,23.97,100.42,446.06,0,0,3
9879,36.04,285.63,0.0,23.97,100.42,446.06,0,0,3
9880,36.04,285.63,0.0,23.97,32.5,378.14,0,1,2
9881,36.04,285.63,0.0,23.97,32.5,378.14,0,1,2
9882,0.0,185.94,0.0,0.0,32.5,218.44,0,2,0
9883,36.04,285.63,0.0,23.97,32.5,378.14,0,0,2
9884,36.04,285.63,0.0,23.97,32.5,378.14,0,0,2
9885,36.04,285.63,0.0,23.97,100.42,446.06,0,0,3
9886,36.04,285.63,129.37,23.97,32.5,507.51,0,2,4
9887,36.04,185.94,0.0,0.0,32.5,254.48,0,0,1
9888,0.0,185.94,0.0,0.0,0.0,185.94,0,0,0
9889,0.0,0.0,129.37,0.0,100.42,229.79,0,2,1
9890,36.04,285.63,0.0,23.97,32.5,378.14,0,1,2
9891,0.0,185.94,129.37,23.97,100.42,439.7,1,3,3
9892,36.04,285.63,0.0,23.97,107.12,452.76,0,1,3
9893,36.04,285.63,129.37,23.97,32.5,507.51,0,2,4
9894,0.0,185.94,0.0,0.0,107.12,293.06,0,0,2
9895,36.04,285.63,0.0,23.97,0.0,345.64,1,2,2
9896,0.0,185.94,0.0,0.0,32.5,218.44,0,1,0
9897,0.0,0.0,0.0,0.0,32.5,32.5,0,3,0
9898,36.04,185.94,0.0,0.0,0.0,221.98,0,0,0
9899,0.0,185.94,0.0,0.0,0.0,185.94,0,0,0
9900,36.04,285.63,0.0,23.97,100.42,446.06,0,0,3
9901,36.04,285.63,0.0,23.97,32.5,378.14,0,0,2
9902,36.04,285.63,0.0,23.97,32.5,378.14,0,2,2
9903,36.04,285.63,0.0,23.97,32.5,378.14,0,1,2
9904,36.04,285.63,0.0,23.97,100.42,446.06,0,2,3
9905,36.04,285.63,0.0,23.97,32.5,378.14,0,1,2
9906,36.04,285.63,0.0,23.97,107.12,452.76,0,0,3
9907,36.04,285.63,0.0,23.97,32.5,378.14,0,2,2
9908,68.11,185.94,0.0,0.0,107.12,361.17,0,1,2
9909,36.04,285.63,0.0,23.97,107.12,452.76,0,0,3
9910,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
9911,324.27,185.94,0.0,0.0,32.5,542.71,0,0,4
9912,36.04,285.63,0.0,23.97,32.5,378.14,0,0,2
9913,36.04,285.63,129.37,23.97,32.5,507.51,0,2,4
9914,36.04,285.63,129.37,23.97,32.5,507.51,0,2,4
9915,0.0,185.94,0.0,0.0,32.5,218.44,0,1,0
9916,36.04,285.63,0.0,23.97,107.12,452.76,0,1,3
9917,36.04,185.94,0.0,0.0,32.5,254.48,0,0,1
9918,0.0,185.94,0.0,0.0,32.5,218.44,0,1,0
9919,0.0,185.94,0.0,0.0,100.42,286.36,0,0,1
9920,0.0,185.94,0.0,0.0,32.5,218.44,0,1,0
9921,36.04,285.63,0.0,23.97,32.5,378.14,0,1,2
9922,36.04,285.63,0.0,23.97,32.5,378.14,0,0,2
9923,36.04,285.63,0.0,23.97,100.42,446.06,0,0,3
9924,36.04,285.63,0.0,23.97,107.12,452.76,0,0,3
9925,36.04,185.94,0.0,0.0,32.5,254.48,0,0,1
9926,0.0,185.94,0.0,0.0,107.12,293.06,0,0,2
9927,0.0,185.94,0.0,0.0,100.42,286.36,0,1,1
9928,0.0,185.94,0.0,0.0,100.42,286.36,0,1,1
9929,36.04,285.63,0.0,23.97,32.5,378.14,0,1,2
9930,36.04,285.63,0.0,23.97,100.42,446.06,0,0,3
9931,36.04,285.63,0.0,23.97,32.5,378.14,0,3,2
9932,0.0,185.94,129.37,0.0,32.5,347.81,0,2,2
9933,36.04,285.63,0.0,23.97,107.12,452.76,0,2,3
9934,0.0,185.94,0.0,0.0,100.42,286.36,0,0,1
9935,36.04,185.94,0.0,0.0,100.42,322.4,0,1,2
9936,36.04,285.63,0.0,23.97,32.5,378.14,0,0,2
9937,36.04,285.63,0.0,23.97,0.0,345.64,0,1,2
9938,0.0,185.94,0.0,0.0,32.5,218.44,0,0,0
9939,36.04,285.63,0.0,23.97,100.42,446.06,0,1,3
9940,0.0,185.94,0.0,0.0,107.12,293.06,0,0,2
9941,36.04,185.94,0.0,0.0,100.42,322.4,0,1,2
9942,0.0,185.94,0.0,0.0,107.12,293.06,0,0,2
9943,0.0,185.94,0.0,0.0,32.5,218.44,0,0,0
9944,36.04,185.94,129.37,0.0,32.5,383.85,0,3,2
9945,36.04,285.63,0.0,23.97,32.5,378.14,0,1,2
9946,36.04,285.63,129.37,23.97,32.5,507.51,0,3,4
9947,0.0,185.94,0.0,0.0,32.5,218.44,0,0,0
9948,36.04,285.63,0.0,23.97,0.0,345.64,0,0,2
9949,36.04,285.63,0.0,23.97,107.12,452.76,0,0,3
9950,36.04,285.63,129.37,23.97,0.0,475.01,0,2,4
9951,36.04,285.63,0.0,23.97,107.12,452.76,0,1,3
9952,0.0,185.94,0.0,0.0,107.12,293.06,0,0,2
9953,0.0,0.0,0.0,0.0,32.5,32.5,0,0,0
9954,36.04,285.63,129.37,23.97,107.12,582.13,0,2,5
9955,0.0,185.94,0.0,0.0,107.12,293.06,0,0,2
9956,0.0,185.94,0.0,0.0,32.5,218.44,0,1,0
9957,36.04,185.94,0.0,0.0,100.42,322.4,0,0,2
9958,36.04,285.63,129.37,23.97,100.42,575.43,1,3,5
9959,0.0,185.94,0.0,0.0,100.42,286.36,0,0,1
9960,0.0,185.94,129.37,23.97,100.42,439.7,1,3,3
9961,36.04,285.63,0.0,23.97,32.5,378.14,0,1,2
9962,324.27,185.94,0.0,0.0,107.12,617.3299999999999,0,1,5
9963,36.04,285.63,0.0,23.97,100.42,446.06,0,1,3
9964,0.0,185.94,0.0,23.97,100.42,310.33,1,1,2
9965,0.0,185.94,0.0,0.0,100.42,286.36,0,0,1
9966,36.04,285.63,0.0,23.97,0.0,345.64,0,0,2
9967,0.0,185.94,0.0,0.0,0.0,185.94,0,0,0
