Client_ID,Note_loan_percent_income,Note_person_home_ownership,Note_person_income,Note_Finale,loan_status,loan_grade,Classe_Risque
5785,411.78,392.36,195.86,1000.0,1,1,6
5786,95.05,392.36,195.86,683.27,1,4,5
5787,411.78,0.0,28.41,440.19,0,3,3
5788,48.07,0.0,28.41,76.48,1,4,0
5789,95.05,255.72,28.41,379.18,0,1,2
5790,0.0,255.72,28.41,284.13,0,0,2
5791,95.05,392.36,195.86,683.27,0,3,5
5792,95.05,255.72,28.41,379.18,0,0,2
5793,48.07,392.36,195.86,636.29,0,1,5
5794,0.0,255.72,28.41,284.13,0,3,2
5795,48.07,0.0,28.41,76.48,0,2,0
5796,0.0,255.72,28.41,284.13,0,0,2
5797,48.07,392.36,195.86,636.29,1,3,5
5798,48.07,392.36,195.86,636.29,0,2,5
5799,48.07,392.36,195.86,636.29,0,0,5
5800,0.0,255.72,28.41,284.13,0,0,2
5801,48.07,392.36,195.86,636.29,0,0,5
5802,48.07,0.0,28.41,76.48,0,0,0
5803,48.07,392.36,195.86,636.29,0,2,5
5804,0.0,255.72,28.41,284.13,0,2,2
5805,48.07,392.36,195.86,636.29,0,2,5
5806,48.07,392.36,195.86,636.29,0,1,5
5807,95.05,255.72,28.41,379.18,0,0,2
5808,48.07,392.36,195.86,636.29,0,0,5
5809,48.07,392.36,195.86,636.29,0,0,5
5810,48.07,392.36,195.86,636.29,0,2,5
5811,0.0,0.0,28.41,28.41,0,0,0
5812,48.07,0.0,28.41,76.48,0,2,0
5813,48.07,392.36,195.86,636.29,1,3,5
5814,48.07,392.36,195.86,636.29,0,2,5
5815,48.07,255.72,28.41,332.20000000000005,0,2,2
5816,48.07,392.36,134.75,575.1800000000001,0,1,5
5817,48.07,392.36,134.75,575.1800000000001,0,1,5
5818,48.07,392.36,134.75,575.1800000000001,0,1,5
5819,48.07,255.72,28.41,332.20000000000005,1,0,2
5820,48.07,392.36,134.75,575.1800000000001,0,0,5
5821,95.05,255.72,28.41,379.18,0,2,2
5822,0.0,0.0,28.41,28.41,0,0,0
5823,48.07,392.36,134.75,575.1800000000001,0,1,5
5824,48.07,392.36,134.75,575.1800000000001,1,4,5
5825,0.0,255.72,28.41,284.13,0,1,2
5826,0.0,255.72,28.41,284.13,0,0,2
5827,48.07,255.72,28.41,332.20000000000005,0,2,2
5828,48.07,392.36,134.75,575.1800000000001,0,3,5
5829,48.07,255.72,28.41,332.20000000000005,0,1,2
5830,48.07,392.36,134.75,575.1800000000001,0,1,5
5831,48.07,392.36,134.75,575.1800000000001,0,1,5
5832,0.0,0.0,28.41,28.41,0,0,0
5833,0.0,255.72,28.41,284.13,0,0,2
5834,48.07,392.36,134.75,575.1800000000001,0,3,5
5835,48.07,392.36,134.75,575.1800000000001,0,2,5
5836,48.07,392.36,134.75,575.1800000000001,0,3,5
5837,48.07,392.36,134.75,575.1800000000001,0,2,5
5838,95.05,0.0,28.41,123.46,0,0,0
5839,48.07,255.72,28.41,332.20000000000005,0,1,2
5840,0.0,392.36,28.41,420.77,0,1,3
5841,0.0,392.36,28.41,420.77,0,4,3
5842,0.0,392.36,28.41,420.77,0,0,3
5843,0.0,392.36,28.41,420.77,0,1,3
5844,0.0,392.36,28.41,420.77,0,0,3
5845,0.0,255.72,28.41,284.13,0,0,2
5846,0.0,392.36,28.41,420.77,0,0,3
5847,0.0,0.0,28.41,28.41,0,0,0
5848,0.0,392.36,28.41,420.77,0,1,3
5849,411.78,255.72,28.41,695.91,0,1,5
5850,411.78,255.72,28.41,695.91,0,0,5
5851,0.0,392.36,28.41,420.77,0,2,3
5852,95.05,255.72,28.41,379.18,0,2,2
5853,0.0,255.72,28.41,284.13,0,0,2
5854,0.0,392.36,28.41,420.77,1,3,3
5855,0.0,392.36,28.41,420.77,0,1,3
5856,0.0,392.36,28.41,420.77,1,3,3
5857,0.0,392.36,28.41,420.77,0,2,3
5858,411.78,255.72,28.41,695.91,0,0,5
5859,0.0,0.0,28.41,28.41,0,1,0
5860,0.0,255.72,28.41,284.13,0,0,2
5861,0.0,392.36,28.41,420.77,0,1,3
5862,0.0,392.36,28.41,420.77,0,1,3
5863,0.0,392.36,28.41,420.77,0,0,3
5864,0.0,392.36,28.41,420.77,0,1,3
5865,0.0,392.36,28.41,420.77,1,3,3
5866,48.07,255.72,28.41,332.20000000000005,0,1,2
5867,0.0,392.36,28.41,420.77,0,0,3
5868,0.0,0.0,28.41,28.41,0,0,0
5869,0.0,255.72,28.41,284.13,0,0,2
5870,48.07,255.72,28.41,332.20000000000005,0,0,2
5871,0.0,392.36,28.41,420.77,1,3,3
5872,0.0,392.36,28.41,420.77,0,0,3
5873,0.0,392.36,28.41,420.77,0,0,3
5874,0.0,392.36,28.41,420.77,0,1,3
5875,0.0,392.36,28.41,420.77,0,0,3
5876,48.07,255.72,28.41,332.20000000000005,0,0,2
5877,0.0,392.36,28.41,420.77,1,2,3
5878,0.0,392.36,28.41,420.77,0,1,3
5879,0.0,392.36,28.41,420.77,1,1,3
5880,0.0,392.36,28.41,420.77,0,0,3
5881,48.07,255.72,28.41,332.20000000000005,1,2,2
5882,0.0,392.36,28.41,420.77,0,0,3
5883,48.07,255.72,28.41,332.20000000000005,0,2,2
5884,95.05,255.72,28.41,379.18,0,1,2
5885,0.0,255.72,28.41,284.13,1,2,2
5886,0.0,392.36,28.41,420.77,0,3,3
5887,0.0,392.36,28.41,420.77,0,1,3
5888,48.07,255.72,28.41,332.20000000000005,1,1,2
5889,0.0,392.36,28.41,420.77,0,2,3
5890,0.0,392.36,0.0,392.36,0,1,2
5891,0.0,392.36,0.0,392.36,0,1,2
5892,0.0,392.36,0.0,392.36,0,1,2
5893,0.0,392.36,0.0,392.36,0,2,2
5894,0.0,392.36,0.0,392.36,0,1,2
5895,48.07,255.72,28.41,332.20000000000005,0,0,2
5896,0.0,255.72,28.41,284.13,0,1,2
5897,48.07,255.72,28.41,332.20000000000005,0,1,2
5898,48.07,392.36,195.86,636.29,1,2,5
5899,48.07,392.36,195.86,636.29,0,2,5
5900,48.07,392.36,134.75,575.1800000000001,1,1,5
5901,0.0,392.36,28.41,420.77,0,0,3
5902,0.0,255.72,28.41,284.13,0,2,2
5903,95.05,392.36,195.86,683.27,0,0,5
5904,48.07,0.0,28.41,76.48,0,1,0
5905,48.07,392.36,134.75,575.1800000000001,0,0,5
5906,95.05,255.72,28.41,379.18,1,1,2
5907,411.78,392.36,195.86,1000.0,1,3,6
5908,411.78,392.36,195.86,1000.0,1,5,6
5909,0.0,255.72,28.41,284.13,0,1,2
5910,48.07,255.72,28.41,332.20000000000005,0,0,2
5911,95.05,392.36,195.86,683.27,1,0,5
5912,95.05,392.36,195.86,683.27,1,0,5
5913,95.05,392.36,195.86,683.27,0,1,5
5914,0.0,255.72,28.41,284.13,0,0,2
5915,411.78,255.72,28.41,695.91,0,1,5
5916,48.07,392.36,195.86,636.29,0,2,5
5917,0.0,255.72,28.41,284.13,0,1,2
5918,48.07,392.36,195.86,636.29,0,1,5
5919,48.07,392.36,195.86,636.29,0,0,5
5920,48.07,392.36,195.86,636.29,0,0,5
5921,48.07,255.72,28.41,332.20000000000005,0,1,2
5922,0.0,255.72,28.41,284.13,0,0,2
5923,48.07,392.36,195.86,636.29,1,3,5
5924,95.05,255.72,28.41,379.18,0,1,2
5925,48.07,392.36,134.75,575.1800000000001,1,3,5
5926,48.07,392.36,134.75,575.1800000000001,0,2,5
5927,48.07,392.36,134.75,575.1800000000001,0,1,5
5928,48.07,392.36,134.75,575.1800000000001,1,2,5
5929,48.07,392.36,134.75,575.1800000000001,0,0,5
5930,0.0,255.72,28.41,284.13,0,0,2
5931,48.07,392.36,134.75,575.1800000000001,0,0,5
5932,48.07,392.36,134.75,575.1800000000001,0,1,5
5933,95.05,255.72,28.41,379.18,0,1,2
5934,0.0,255.72,28.41,284.13,0,0,2
5935,95.05,255.72,28.41,379.18,0,0,2
5936,48.07,392.36,134.75,575.1800000000001,1,2,5
5937,48.07,392.36,28.41,468.84,0,0,3
5938,411.78,255.72,28.41,695.91,1,2,5
5939,95.05,255.72,28.41,379.18,0,0,2
5940,0.0,392.36,28.41,420.77,0,1,3
5941,0.0,392.36,28.41,420.77,0,0,3
5942,0.0,255.72,28.41,284.13,0,0,2
5943,0.0,392.36,28.41,420.77,0,0,3
5944,411.78,255.72,28.41,695.91,0,0,5
5945,0.0,255.72,28.41,284.13,0,2,2
5946,411.78,255.72,28.41,695.91,0,1,5
5947,48.07,392.36,134.75,575.1800000000001,1,2,5
5948,0.0,392.36,28.41,420.77,0,1,3
5949,0.0,392.36,28.41,420.77,0,2,3
5950,0.0,392.36,28.41,420.77,0,3,3
5951,0.0,392.36,28.41,420.77,0,3,3
5952,0.0,392.36,28.41,420.77,0,2,3
5953,0.0,392.36,28.41,420.77,0,0,3
5954,411.78,255.72,28.41,695.91,0,1,5
5955,411.78,255.72,28.41,695.91,0,0,5
5956,0.0,392.36,28.41,420.77,0,1,3
5957,48.07,255.72,28.41,332.20000000000005,0,2,2
5958,0.0,392.36,28.41,420.77,1,3,3
5959,0.0,255.72,28.41,284.13,0,1,2
5960,0.0,0.0,28.41,28.41,0,2,0
5961,0.0,392.36,28.41,420.77,0,1,3
5962,0.0,392.36,28.41,420.77,0,1,3
5963,0.0,392.36,28.41,420.77,0,1,3
5964,0.0,392.36,28.41,420.77,0,1,3
5965,0.0,392.36,28.41,420.77,0,1,3
5966,0.0,392.36,28.41,420.77,0,2,3
5967,0.0,392.36,28.41,420.77,0,1,3
5968,0.0,392.36,28.41,420.77,0,0,3
5969,0.0,392.36,28.41,420.77,0,0,3
5970,0.0,255.72,28.41,284.13,1,0,2
5971,0.0,392.36,28.41,420.77,0,0,3
5972,0.0,392.36,28.41,420.77,0,1,3
5973,48.07,255.72,28.41,332.20000000000005,0,1,2
5974,0.0,392.36,28.41,420.77,0,1,3
5975,0.0,0.0,28.41,28.41,0,1,0
5976,0.0,392.36,28.41,420.77,0,0,3
5977,0.0,392.36,28.41,420.77,0,0,3
5978,0.0,392.36,28.41,420.77,0,0,3
5979,0.0,392.36,28.41,420.77,0,0,3
5980,411.78,255.72,28.41,695.91,0,2,5
5981,0.0,392.36,28.41,420.77,0,1,3
5982,48.07,0.0,28.41,76.48,0,0,0
5983,0.0,392.36,28.41,420.77,0,1,3
5984,0.0,392.36,28.41,420.77,0,0,3
5985,0.0,392.36,28.41,420.77,0,1,3
5986,0.0,392.36,28.41,420.77,0,1,3
5987,48.07,255.72,28.41,332.20000000000005,0,0,2
5988,0.0,0.0,28.41,28.41,0,3,0
5989,0.0,392.36,28.41,420.77,0,0,3
5990,411.78,255.72,28.41,695.91,0,0,5
5991,0.0,255.72,28.41,284.13,0,1,2
5992,0.0,392.36,28.41,420.77,1,3,3
5993,0.0,392.36,0.0,392.36,0,2,2
5994,0.0,255.72,28.41,284.13,0,1,2
5995,48.07,255.72,28.41,332.20000000000005,0,0,2
5996,0.0,392.36,0.0,392.36,0,1,2
5997,0.0,255.72,28.41,284.13,0,0,2
5998,0.0,255.72,28.41,284.13,0,1,2
5999,0.0,392.36,0.0,392.36,0,2,2
6000,0.0,392.36,0.0,392.36,0,0,2
6001,411.78,0.0,28.41,440.19,0,1,3
6002,95.05,255.72,28.41,379.18,0,2,2
6003,0.0,392.36,0.0,392.36,0,1,2
6004,0.0,392.36,0.0,392.36,0,1,2
6005,48.07,255.72,28.41,332.20000000000005,0,0,2
6006,48.07,255.72,28.41,332.20000000000005,0,1,2
6007,0.0,0.0,28.41,28.41,0,1,0
6008,0.0,392.36,28.41,420.77,1,3,3
6009,0.0,392.36,0.0,392.36,0,1,2
6010,0.0,392.36,0.0,392.36,0,0,2
6011,411.78,255.72,28.41,695.91,1,0,5
6012,0.0,392.36,0.0,392.36,0,0,2
6013,411.78,0.0,28.41,440.19,0,1,3
6014,0.0,0.0,28.41,28.41,0,0,0
6015,0.0,392.36,0.0,392.36,0,1,2
6016,48.07,392.36,195.86,636.29,0,2,5
6017,0.0,255.72,28.41,284.13,0,0,2
6018,48.07,392.36,28.41,468.84,0,2,3
6019,0.0,392.36,28.41,420.77,0,1,3
6020,0.0,255.72,28.41,284.13,0,1,2
6021,0.0,255.72,28.41,284.13,0,2,2
6022,0.0,255.72,28.41,284.13,0,0,2
6023,0.0,392.36,0.0,392.36,0,2,2
6024,0.0,392.36,0.0,392.36,0,0,2
6025,48.07,255.72,28.41,332.20000000000005,0,2,2
6026,411.78,392.36,195.86,1000.0,1,0,6
6027,48.07,392.36,134.75,575.1800000000001,0,2,5
6028,0.0,392.36,28.41,420.77,0,0,3
6029,95.05,255.72,28.41,379.18,0,1,2
6030,0.0,392.36,28.41,420.77,0,0,3
6031,0.0,255.72,28.41,284.13,0,0,2
6032,0.0,392.36,28.41,420.77,0,1,3
6033,411.78,392.36,195.86,1000.0,1,0,6
6034,48.07,392.36,134.75,575.1800000000001,0,1,5
6035,48.07,255.72,28.41,332.20000000000005,0,0,2
6036,48.07,255.72,28.41,332.20000000000005,1,1,2
6037,0.0,392.36,28.41,420.77,0,0,3
6038,0.0,392.36,0.0,392.36,0,0,2
6039,48.07,255.72,28.41,332.20000000000005,0,2,2
6040,0.0,392.36,0.0,392.36,0,0,2
6041,0.0,392.36,0.0,392.36,0,0,2
6042,0.0,0.0,28.41,28.41,0,0,0
6043,0.0,392.36,0.0,392.36,0,1,2
6044,48.07,392.36,134.75,575.1800000000001,1,0,5
6045,0.0,255.72,28.41,284.13,0,1,2
6046,0.0,392.36,0.0,392.36,0,0,2
6047,411.78,392.36,195.86,1000.0,1,2,6
6048,0.0,255.72,28.41,284.13,0,0,2
6049,95.05,392.36,195.86,683.27,0,0,5
6050,48.07,392.36,195.86,636.29,0,1,5
6051,0.0,255.72,28.41,284.13,0,1,2
6052,0.0,255.72,28.41,284.13,0,2,2
6053,48.07,392.36,195.86,636.29,0,1,5
6054,48.07,392.36,195.86,636.29,0,2,5
6055,0.0,255.72,28.41,284.13,0,0,2
6056,48.07,392.36,28.41,468.84,0,0,3
6057,0.0,0.0,28.41,28.41,0,0,0
6058,0.0,392.36,28.41,420.77,0,0,3
6059,0.0,255.72,28.41,284.13,0,0,2
6060,0.0,255.72,28.41,284.13,0,0,2
6061,0.0,255.72,28.41,284.13,0,2,2
6062,0.0,392.36,28.41,420.77,0,0,3
6063,48.07,255.72,28.41,332.20000000000005,0,1,2
6064,0.0,255.72,28.41,284.13,1,2,2
6065,0.0,392.36,0.0,392.36,0,0,2
6066,0.0,0.0,28.41,28.41,0,2,0
6067,411.78,392.36,195.86,1000.0,1,0,6
6068,48.07,392.36,195.86,636.29,0,2,5
6069,48.07,392.36,195.86,636.29,0,2,5
6070,48.07,255.72,28.41,332.20000000000005,1,0,2
6071,0.0,392.36,28.41,420.77,0,1,3
6072,0.0,255.72,28.41,284.13,0,1,2
6073,0.0,0.0,28.41,28.41,0,1,0
6074,0.0,255.72,28.41,284.13,0,0,2
6075,0.0,392.36,28.41,420.77,0,0,3
6076,0.0,255.72,28.41,284.13,0,1,2
6077,411.78,392.36,195.86,1000.0,1,3,6
6078,0.0,392.36,28.41,420.77,0,1,3
6079,0.0,392.36,28.41,420.77,0,2,3
6080,0.0,392.36,28.41,420.77,0,3,3
6081,411.78,392.36,195.86,1000.0,1,1,6
6082,95.05,392.36,195.86,683.27,0,0,5
6083,48.07,392.36,134.75,575.1800000000001,0,0,5
6084,48.07,392.36,28.41,468.84,0,1,3
6085,48.07,392.36,134.75,575.1800000000001,1,1,5
6086,95.05,392.36,195.86,683.27,0,2,5
6087,411.78,0.0,28.41,440.19,0,2,3
6088,48.07,392.36,134.75,575.1800000000001,0,0,5
6089,95.05,255.72,28.41,379.18,0,0,2
6090,48.07,255.72,28.41,332.20000000000005,0,0,2
6091,0.0,255.72,28.41,284.13,0,0,2
6092,0.0,392.36,0.0,392.36,0,0,2
6093,0.0,392.36,28.41,420.77,1,3,3
6094,411.78,392.36,195.86,1000.0,1,1,6
6095,411.78,392.36,195.86,1000.0,1,0,6
6096,411.78,392.36,195.86,1000.0,1,1,6
6097,411.78,392.36,195.86,1000.0,1,0,6
6098,411.78,392.36,195.86,1000.0,1,3,6
6099,411.78,392.36,195.86,1000.0,1,1,6
6100,0.0,255.72,28.41,284.13,0,1,2
6101,411.78,392.36,195.86,1000.0,1,3,6
6102,411.78,392.36,195.86,1000.0,1,1,6
6103,48.07,255.72,28.41,332.20000000000005,0,0,2
6104,411.78,392.36,195.86,1000.0,1,0,6
6105,48.07,255.72,28.41,332.20000000000005,0,1,2
6106,411.78,392.36,195.86,1000.0,1,1,6
6107,411.78,392.36,195.86,1000.0,1,1,6
6108,411.78,392.36,195.86,1000.0,1,0,6
6109,411.78,392.36,195.86,1000.0,1,3,6
6110,0.0,255.72,28.41,284.13,1,3,2
6111,0.0,255.72,28.41,284.13,0,0,2
6112,411.78,392.36,195.86,1000.0,1,0,6
6113,411.78,392.36,195.86,1000.0,1,2,6
6114,0.0,255.72,28.41,284.13,0,1,2
6115,411.78,392.36,195.86,1000.0,1,1,6
6116,411.78,392.36,195.86,1000.0,1,0,6
6117,411.78,392.36,195.86,1000.0,1,1,6
6118,411.78,392.36,195.86,1000.0,1,2,6
6119,0.0,255.72,28.41,284.13,0,0,2
6120,95.05,392.36,195.86,683.27,0,0,5
6121,411.78,255.72,28.41,695.91,0,0,5
6122,0.0,0.0,28.41,28.41,0,0,0
6123,95.05,392.36,195.86,683.27,0,1,5
6124,95.05,392.36,195.86,683.27,0,2,5
6125,0.0,0.0,28.41,28.41,0,1,0
6126,95.05,392.36,195.86,683.27,0,1,5
6127,95.05,392.36,195.86,683.27,1,3,5
6128,95.05,392.36,195.86,683.27,0,0,5
6129,95.05,392.36,195.86,683.27,0,2,5
6130,95.05,392.36,195.86,683.27,0,2,5
6131,48.07,255.72,28.41,332.20000000000005,0,1,2
6132,95.05,392.36,195.86,683.27,0,2,5
6133,95.05,392.36,195.86,683.27,0,1,5
6134,95.05,392.36,195.86,683.27,1,2,5
6135,48.07,255.72,28.41,332.20000000000005,0,0,2
6136,95.05,392.36,195.86,683.27,0,2,5
6137,0.0,255.72,28.41,284.13,0,1,2
6138,95.05,392.36,195.86,683.27,0,1,5
6139,95.05,392.36,195.86,683.27,0,1,5
6140,0.0,255.72,28.41,284.13,0,1,2
6141,95.05,392.36,195.86,683.27,1,0,5
6142,95.05,392.36,195.86,683.27,0,0,5
6143,48.07,392.36,195.86,636.29,0,1,5
6144,48.07,392.36,195.86,636.29,0,1,5
6145,0.0,255.72,28.41,284.13,0,0,2
6146,48.07,392.36,195.86,636.29,0,0,5
6147,0.0,255.72,28.41,284.13,0,1,2
6148,48.07,392.36,195.86,636.29,0,0,5
6149,0.0,255.72,28.41,284.13,0,0,2
6150,48.07,392.36,195.86,636.29,0,0,5
6151,48.07,392.36,195.86,636.29,0,1,5
6152,0.0,255.72,28.41,284.13,0,0,2
6153,411.78,255.72,28.41,695.91,1,4,5
6154,48.07,255.72,28.41,332.20000000000005,0,0,2
6155,48.07,392.36,195.86,636.29,0,2,5
6156,411.78,0.0,28.41,440.19,0,1,3
6157,48.07,392.36,195.86,636.29,0,1,5
6158,411.78,255.72,28.41,695.91,0,1,5
6159,0.0,255.72,28.41,284.13,0,2,2
6160,0.0,255.72,28.41,284.13,0,0,2
6161,48.07,392.36,195.86,636.29,0,1,5
6162,48.07,392.36,195.86,636.29,1,1,5
6163,48.07,392.36,195.86,636.29,0,2,5
6164,48.07,392.36,195.86,636.29,0,1,5
6165,48.07,392.36,195.86,636.29,0,0,5
6166,48.07,392.36,195.86,636.29,0,1,5
6167,0.0,255.72,28.41,284.13,0,1,2
6168,48.07,392.36,195.86,636.29,1,4,5
6169,48.07,392.36,195.86,636.29,0,1,5
6170,48.07,392.36,195.86,636.29,0,0,5
6171,411.78,0.0,28.41,440.19,0,1,3
6172,411.78,255.72,28.41,695.91,0,1,5
6173,48.07,392.36,195.86,636.29,0,0,5
6174,0.0,255.72,28.41,284.13,0,1,2
6175,0.0,255.72,28.41,284.13,0,1,2
6176,411.78,255.72,28.41,695.91,0,2,5
6177,0.0,255.72,28.41,284.13,0,0,2
6178,48.07,392.36,195.86,636.29,0,0,5
6179,48.07,392.36,195.86,636.29,1,2,5
6180,48.07,255.72,28.41,332.20000000000005,0,1,2
6181,48.07,392.36,195.86,636.29,0,0,5
6182,48.07,392.36,195.86,636.29,0,1,5
6183,48.07,392.36,195.86,636.29,0,0,5
6184,48.07,392.36,195.86,636.29,0,2,5
6185,48.07,392.36,195.86,636.29,0,0,5
6186,48.07,392.36,195.86,636.29,0,1,5
6187,48.07,255.72,28.41,332.20000000000005,0,0,2
6188,48.07,392.36,195.86,636.29,0,2,5
6189,48.07,392.36,195.86,636.29,0,0,5
6190,48.07,392.36,195.86,636.29,0,1,5
6191,48.07,0.0,28.41,76.48,0,0,0
6192,48.07,392.36,195.86,636.29,0,2,5
6193,48.07,392.36,195.86,636.29,0,1,5
6194,48.07,392.36,195.86,636.29,0,1,5
6195,0.0,255.72,28.41,284.13,1,0,2
6196,48.07,392.36,195.86,636.29,0,2,5
6197,0.0,255.72,28.41,284.13,0,1,2
6198,48.07,392.36,195.86,636.29,0,1,5
6199,0.0,255.72,28.41,284.13,0,0,2
6200,48.07,392.36,195.86,636.29,0,0,5
6201,411.78,0.0,28.41,440.19,0,4,3
6202,48.07,392.36,195.86,636.29,0,1,5
6203,0.0,255.72,28.41,284.13,0,1,2
6204,411.78,255.72,28.41,695.91,0,2,5
6205,0.0,0.0,28.41,28.41,0,2,0
6206,48.07,255.72,28.41,332.20000000000005,0,1,2
6207,48.07,392.36,195.86,636.29,1,1,5
6208,48.07,392.36,195.86,636.29,0,1,5
6209,48.07,392.36,195.86,636.29,0,2,5
6210,48.07,255.72,28.41,332.20000000000005,0,0,2
6211,48.07,392.36,195.86,636.29,0,0,5
6212,48.07,392.36,195.86,636.29,0,0,5
6213,48.07,255.72,28.41,332.20000000000005,0,2,2
6214,48.07,392.36,134.75,575.1800000000001,0,0,5
6215,48.07,392.36,134.75,575.1800000000001,0,1,5
6216,48.07,392.36,134.75,575.1800000000001,0,2,5
6217,48.07,392.36,134.75,575.1800000000001,1,1,5
6218,48.07,392.36,134.75,575.1800000000001,0,0,5
6219,48.07,392.36,134.75,575.1800000000001,1,4,5
6220,48.07,392.36,134.75,575.1800000000001,0,2,5
6221,48.07,392.36,134.75,575.1800000000001,0,0,5
6222,48.07,392.36,134.75,575.1800000000001,0,2,5
6223,48.07,392.36,134.75,575.1800000000001,0,1,5
6224,48.07,392.36,134.75,575.1800000000001,0,1,5
6225,0.0,0.0,28.41,28.41,0,2,0
6226,48.07,392.36,134.75,575.1800000000001,0,2,5
6227,48.07,392.36,134.75,575.1800000000001,0,1,5
6228,48.07,0.0,28.41,76.48,0,0,0
6229,48.07,392.36,134.75,575.1800000000001,0,1,5
6230,48.07,392.36,134.75,575.1800000000001,1,2,5
6231,48.07,255.72,28.41,332.20000000000005,0,0,2
6232,48.07,392.36,134.75,575.1800000000001,0,2,5
6233,48.07,392.36,28.41,468.84,0,1,3
6234,48.07,392.36,134.75,575.1800000000001,0,0,5
6235,48.07,255.72,28.41,332.20000000000005,0,0,2
6236,48.07,392.36,134.75,575.1800000000001,0,2,5
6237,48.07,392.36,134.75,575.1800000000001,0,0,5
6238,48.07,392.36,134.75,575.1800000000001,0,1,5
6239,48.07,392.36,134.75,575.1800000000001,0,1,5
6240,0.0,0.0,28.41,28.41,0,0,0
6241,0.0,255.72,28.41,284.13,0,0,2
6242,0.0,0.0,28.41,28.41,0,1,0
6243,0.0,255.72,28.41,284.13,0,2,2
6244,48.07,392.36,134.75,575.1800000000001,0,1,5
6245,48.07,392.36,134.75,575.1800000000001,0,1,5
6246,0.0,0.0,28.41,28.41,0,1,0
6247,0.0,255.72,28.41,284.13,0,0,2
6248,48.07,392.36,134.75,575.1800000000001,0,2,5
6249,48.07,392.36,134.75,575.1800000000001,1,1,5
6250,48.07,392.36,134.75,575.1800000000001,0,0,5
6251,48.07,392.36,134.75,575.1800000000001,1,3,5
6252,48.07,392.36,134.75,575.1800000000001,0,1,5
6253,48.07,392.36,134.75,575.1800000000001,0,0,5
6254,48.07,392.36,134.75,575.1800000000001,0,2,5
6255,48.07,392.36,134.75,575.1800000000001,0,0,5
6256,0.0,255.72,28.41,284.13,0,2,2
6257,48.07,392.36,134.75,575.1800000000001,1,3,5
6258,48.07,392.36,134.75,575.1800000000001,0,0,5
6259,48.07,392.36,134.75,575.1800000000001,0,0,5
6260,48.07,255.72,28.41,332.20000000000005,0,0,2
6261,0.0,255.72,28.41,284.13,0,0,2
6262,48.07,392.36,134.75,575.1800000000001,0,0,5
6263,411.78,255.72,28.41,695.91,0,1,5
6264,0.0,255.72,28.41,284.13,0,0,2
6265,48.07,392.36,134.75,575.1800000000001,0,2,5
6266,48.07,392.36,134.75,575.1800000000001,1,3,5
6267,48.07,392.36,134.75,575.1800000000001,1,2,5
6268,48.07,392.36,134.75,575.1800000000001,0,2,5
6269,0.0,255.72,28.41,284.13,0,2,2
6270,48.07,392.36,134.75,575.1800000000001,0,1,5
6271,48.07,392.36,134.75,575.1800000000001,1,2,5
6272,95.05,255.72,28.41,379.18,0,0,2
6273,0.0,255.72,28.41,284.13,0,1,2
6274,48.07,392.36,134.75,575.1800000000001,0,0,5
6275,48.07,392.36,134.75,575.1800000000001,1,1,5
6276,411.78,392.36,28.41,832.55,1,4,6
6277,48.07,255.72,28.41,332.20000000000005,1,4,2
6278,48.07,392.36,134.75,575.1800000000001,1,3,5
6279,48.07,392.36,134.75,575.1800000000001,0,3,5
6280,95.05,255.72,28.41,379.18,0,1,2
6281,48.07,392.36,134.75,575.1800000000001,1,3,5
6282,0.0,0.0,28.41,28.41,0,0,0
6283,48.07,392.36,134.75,575.1800000000001,1,3,5
6284,48.07,392.36,134.75,575.1800000000001,0,2,5
6285,0.0,255.72,28.41,284.13,0,1,2
6286,411.78,255.72,28.41,695.91,0,1,5
6287,48.07,392.36,134.75,575.1800000000001,1,3,5
6288,48.07,392.36,134.75,575.1800000000001,0,2,5
6289,48.07,255.72,28.41,332.20000000000005,0,3,2
6290,48.07,392.36,134.75,575.1800000000001,0,2,5
6291,48.07,392.36,134.75,575.1800000000001,0,2,5
6292,48.07,392.36,134.75,575.1800000000001,0,1,5
6293,48.07,392.36,134.75,575.1800000000001,1,3,5
6294,0.0,392.36,28.41,420.77,0,0,3
6295,48.07,255.72,28.41,332.20000000000005,0,0,2
6296,48.07,392.36,134.75,575.1800000000001,0,2,5
6297,48.07,255.72,28.41,332.20000000000005,0,0,2
6298,48.07,392.36,134.75,575.1800000000001,0,0,5
6299,48.07,392.36,134.75,575.1800000000001,0,1,5
6300,48.07,255.72,28.41,332.20000000000005,0,4,2
6301,48.07,392.36,134.75,575.1800000000001,1,3,5
6302,0.0,255.72,28.41,284.13,0,0,2
6303,48.07,392.36,134.75,575.1800000000001,0,0,5
6304,48.07,255.72,28.41,332.20000000000005,0,2,2
6305,48.07,392.36,134.75,575.1800000000001,1,2,5
6306,48.07,392.36,134.75,575.1800000000001,0,0,5
6307,95.05,255.72,28.41,379.18,1,2,2
6308,48.07,392.36,134.75,575.1800000000001,1,0,5
6309,48.07,392.36,134.75,575.1800000000001,0,2,5
6310,48.07,392.36,134.75,575.1800000000001,0,1,5
6311,48.07,392.36,28.41,468.84,0,1,3
6312,48.07,392.36,134.75,575.1800000000001,1,3,5
6313,48.07,392.36,28.41,468.84,0,1,3
6314,48.07,392.36,134.75,575.1800000000001,1,3,5
6315,48.07,255.72,28.41,332.20000000000005,0,0,2
6316,0.0,255.72,28.41,284.13,1,3,2
6317,0.0,255.72,28.41,284.13,0,0,2
